dom1     dom2     J_plm                known_interaction
PF06825  PF08991  0.2395200761063489   0
PF01839  PF03567  0.23937055786923028  0
PF01642  PF01923  0.23936794595821012  0
PF01071  PF13507  0.23926357672034954  0
PF07258  PF09762  0.2392607542655909   1
PF06331  PF07297  0.23924200657656963  0
PF07926  PF08696  0.2392359177105442   0
PF09765  PF14678  0.23913770267629642  0
PF05160  PF05162  0.2390353273923694   0
PF05667  PF08616  0.23895833652340898  0
PF05652  PF11969  0.23864778510939244  1
PF08696  PF12009  0.23849913244126192  0
PF05051  PF09341  0.23840617788347737  0
PF01134  PF12631  0.2382681037237761   1
PF00089  PF00375  0.23820309962974012  0
PF05162  PF07646  0.23817152105055622  0
PF00078  PF03184  0.23810957312297704  1
PF08038  PF10215  0.2377968635929768   0
PF09791  PF13975  0.23771890524050912  0
PF02046  PF13452  0.23769294187656542  0
PF09668  PF14520  0.23750930956843505  0
PF00075  PF00078  0.23739120772882122  1
PF02911  PF06825  0.23732935068419136  0
PF12842  PF16418  0.2371643627584318   1
PF14631  PF14678  0.23714046429630314  1
PF05667  PF09762  0.23707716038718854  1
PF00037  PF05970  0.2370181809976951   0
PF00833  PF04758  0.23696560774049635  1
PF07855  PF09282  0.2368141188183388   0
PF01783  PF04148  0.23680053751939806  0
PF13907  PF14632  0.23671250812190864  0
PF02109  PF03345  0.23636596898773143  0
PF00075  PF00665  0.23618745291461762  1
PF01779  PF04758  0.23610169378377832  0
PF02135  PF08214  0.2360835611356195   1
PF09416  PF12009  0.23571715340920985  1
PF02492  PF07683  0.23564539337497586  1
PF04406  PF07896  0.23527362443045852  0
PF04434  PF08743  0.235175732639899    0
PF06842  PF15879  0.23515636526371597  0
PF02178  PF13245  0.23501419507901364  0
PF02843  PF13507  0.23498235208106777  0
PF04434  PF06320  0.2349822316270616   0
PF09668  PF16275  0.23492827779250847  0
PF00703  PF02836  0.23486207248646218  1
PF09765  PF14676  0.23468776443448097  0
PF10235  PF12554  0.23458399959224185  0
PF02885  PF12689  0.234533521012269    0
PF08385  PF12777  0.23413216171074927  1
PF06522  PF10235  0.23411339126732264  0
PF12234  PF13838  0.2340568428686899   0
PF04004  PF08161  0.2340053283628787   0
PF05699  PF13843  0.23399633531975922  1
PF07773  PF09773  0.2339503492626232   0
PF01907  PF06093  0.23379961514819178  0
PF04676  PF04677  0.2337964121448306   1
PF01729  PF06052  0.23376884370024265  0
PF08393  PF12781  0.2336919385021659   1
PF13088  PF16347  0.23358321875709007  0
PF01841  PF08242  0.23357573215796443  0
PF06825  PF13881  0.23334335108680607  0
PF02735  PF03731  0.23296957653633388  1
PF13884  PF13887  0.2328557316401092   1
PF09415  PF16275  0.23282179045037743  0
PF00895  PF01059  0.23273060030447423  0
PF06842  PF07297  0.23272704577138703  0
PF08511  PF13245  0.23251574163885813  0
PF06331  PF06645  0.23243389124118047  0
PF06728  PF10270  0.23234123734706535  0
PF17101  PF17103  0.23219210173533272  1
PF03747  PF05622  0.23218065085772152  0
PF08573  PF08991  0.23214881747193628  0
PF00832  PF01194  0.23212769231970032  0
PF00205  PF02776  0.2320925797862256   1
PF00832  PF08991  0.23202189706360216  0
PF03121  PF04420  0.2319789223876383   0
PF13015  PF13360  0.23193767032976753  0
PF00636  PF02171  0.23185206813671055  1
PF11326  PF15375  0.23155595828833925  0
PF01127  PF14437  0.23145566962927483  0
PF04666  PF13517  0.23127762377202385  0
PF06825  PF08016  0.23122875478428656  0
PF01059  PF06444  0.2312187966022487   0
PF02594  PF04032  0.23112431279582246  0
PF00116  PF16546  0.2311072435178529   0
PF02045  PF06842  0.2310999024590698   0
PF01642  PF13669  0.23105763720829411  0
PF10961  PF15938  0.23067567498831604  0
PF04826  PF09495  0.23063359540444897  0
PF08510  PF13917  0.23057418624779896  0
PF10215  PF15055  0.23053848819902795  0
PF04821  PF05029  0.23052285788883575  1
PF00701  PF13378  0.2304773035120783   1
PF00657  PF02272  0.23045886874437127  0
PF00070  PF00510  0.23039942143434264  0
PF02689  PF04826  0.23033255915376916  0
PF09270  PF09271  0.2302220151213073   1
PF01783  PF08038  0.2301168943759293   0
PF00070  PF07491  0.23008432654426006  0
PF06624  PF06842  0.2300025849812364   0
PF05699  PF13359  0.22979452647885598  1
PF06677  PF16550  0.22958520413128697  0
PF02186  PF16501  0.2294713050747192   0
PF02145  PF11864  0.22945781087145548  1
PF01368  PF12537  0.22945218041558244  0
PF09297  PF15477  0.2293371585336575   0
PF09765  PF14631  0.22924143620690346  0
PF00253  PF04135  0.22922868177292338  0
PF04930  PF11798  0.2289585706364256   0
PF08327  PF09229  0.228858516999557    1
PF01596  PF02567  0.22879609358856265  0
PF06534  PF06535  0.2286549518865853   1
PF02366  PF16192  0.22850100737523038  1
PF04032  PF10382  0.2283202434716162   0
PF05064  PF13874  0.2282590002272037   1
PF06331  PF15938  0.2280877644758979   0
PF07281  PF10345  0.2280737616700891   0
PF08491  PF13249  0.2280725418931252   0
PF00444  PF07985  0.22805073650921737  0
PF13604  PF14694  0.22794058058442046  0
PF00809  PF02607  0.22760301491169602  1
PF10273  PF13401  0.22758304284159198  0
PF00078  PF05225  0.22751374355842421  1
PF05493  PF06624  0.22749300228168456  0
PF02145  PF03542  0.22749128299832314  1
PF05970  PF08696  0.22744150913439443  0
PF01470  PF09801  0.22740045954291235  0
PF04758  PF05493  0.22739198457469134  0
PF06331  PF09138  0.22737474750808573  0
PF02176  PF09273  0.22736807799440178  0
PF06320  PF14712  0.2273416368532032   1
PF13669  PF16550  0.22732600448345708  0
PF00832  PF01667  0.22729627379135828  0
PF03184  PF13843  0.22723327027546758  1
PF06331  PF07189  0.22720686455400296  0
PF04434  PF07904  0.227200068882436    0
PF09258  PF14447  0.22717141952025993  0
PF11510  PF14676  0.22688939945234685  0
PF01144  PF02515  0.22682389539338474  1
PF01071  PF01808  0.2267966881305271   1
PF07773  PF09799  0.22677033658975052  0
PF16486  PF16488  0.22669627860087035  1
PF04419  PF09341  0.22665218163099365  0
PF00078  PF07646  0.22662979913751774  0
PF13673  PF14713  0.22648030021212068  0
PF08066  PF16546  0.22644429744609418  0
PF02689  PF13229  0.22637758735990618  0
PF12859  PF13821  0.22628342815991742  0
PF01808  PF02844  0.2262606088510013   1
PF10237  PF12430  0.2262341022265066   0
PF00560  PF09340  0.2260092987080896   0
PF08385  PF12774  0.22593711594157848  1
PF05051  PF06331  0.2257975653957725   0
PF12923  PF13673  0.22578543537415594  0
PF09133  PF15249  0.2257080474837331   0
PF08146  PF12397  0.2255402387988219   1
PF00070  PF13304  0.22548147878189445  0
PF13439  PF14520  0.22545434706041867  0
PF12257  PF12830  0.2253814308612631   0
PF01823  PF01936  0.22531530924357285  0
PF01194  PF08038  0.22507823067546406  0
PF03121  PF06842  0.22497742137299498  0
PF03028  PF12781  0.22491080827694768  1
PF09773  PF10149  0.224859986913448    0
PF08880  PF09733  0.2247555668998137   0
PF03398  PF03556  0.22474088969815684  0
PF06645  PF07019  0.22473616633665247  0
PF00570  PF08066  0.2245862310082105   1
PF08066  PF16922  0.2245822140853571   0
PF08755  PF09813  0.22458084005391554  0
PF12689  PF13604  0.22457315688713791  0
PF01576  PF04908  0.22454532766924257  0
PF09799  PF14995  0.22451912900523407  0
PF02922  PF06202  0.2243796620425718   0
PF07569  PF09453  0.2241298675162923   1
PF04048  PF16770  0.22411005897657463  0
PF01120  PF16757  0.22405762316309236  1
PF06331  PF09072  0.22396267709887577  0
PF01571  PF08669  0.2238697451106968   1
PF01250  PF05365  0.22375557333730872  0
PF13245  PF14697  0.22352438282867249  0
PF01071  PF01259  0.22350364872584477  0
PF04032  PF16796  0.22350198965485185  0
PF00701  PF02746  0.22334229764742813  0
PF09404  PF15907  0.22331969767707427  0
PF11781  PF14369  0.22326492684319202  0
PF04434  PF09809  0.22317843142619603  0
PF05669  PF10215  0.22299559012459824  0
PF03900  PF12451  0.22296333138159696  0
PF00731  PF02844  0.22295408157000268  0
PF01035  PF02870  0.222891799495192    1
PF09302  PF15393  0.2228730073116619   0
PF05198  PF09793  0.22271849782412176  0
PF01165  PF08038  0.22270561012682719  0
PF00037  PF09416  0.22267188853717973  0
PF05224  PF13884  0.22261540235040359  1
PF01984  PF02970  0.22253789289599907  0
PF00833  PF01194  0.2223342162734615   0
PF00070  PF13604  0.22218495020068785  0
PF00185  PF00988  0.2220067812611573   1
PF00875  PF01368  0.22200606340015164  0
PF06480  PF13481  0.22192908955595558  0
PF02310  PF03308  0.2217864989317814   1
PF06367  PF06371  0.22174490227609558  1
PF00078  PF00211  0.22172323490391468  0
PF00731  PF13507  0.2217215931137277   0
PF00662  PF01059  0.22169260439047317  0
PF03364  PF07817  0.22138559697605978  0
PF12254  PF12807  0.22138315786603036  0
PF01011  PF03980  0.2213176197883207   0
PF09415  PF10471  0.22131209286108044  0
PF01249  PF16906  0.22119479687185245  0
PF01125  PF08617  0.2211870075903788   0
PF04627  PF05051  0.22116763996148509  0
PF04182  PF12660  0.22104675996113565  0
PF00832  PF01249  0.22099660533043394  0
PF09103  PF09104  0.22091079592720755  1
PF05224  PF13887  0.2208557362564761   1
PF05238  PF13092  0.22083076260313295  0
PF12931  PF12932  0.2208068933513122   1
PF01134  PF07896  0.2206063058603206   0
PF01667  PF01907  0.22059476560312147  0
PF05007  PF06432  0.22057477135256187  0
PF00832  PF05033  0.2204840245139844   1
PF14761  PF14762  0.22041285049733894  1
PF03966  PF06624  0.22035365622478453  0
PF07831  PF11719  0.2203278370653552   0
PF06699  PF07297  0.22030059742255506  0
PF03184  PF08245  0.22029182950130072  0
PF01194  PF01907  0.2201623479867002   0
PF10156  PF12745  0.22010045758548497  0
PF08321  PF08696  0.21993289295461085  0
PF00762  PF13964  0.21991584819278226  0
PF03835  PF10403  0.2198628039461865   1
PF15159  PF15938  0.2197169664955857   0
PF05251  PF08038  0.2196863193372528   0
PF07281  PF08577  0.21967318253897367  0
PF06644  PF09072  0.21966817120311188  0
PF00665  PF12765  0.2196338673783323   0
PF04135  PF06842  0.21957524080062205  0
PF05603  PF09791  0.21956927241154556  0
PF10382  PF13401  0.21931786072918064  0
PF09507  PF11559  0.21931511429793152  0
PF01194  PF01984  0.2192630878897584   0
PF03600  PF04724  0.21923678862633073  0
PF06093  PF08571  0.21909735207055434  0
PF14713  PF16092  0.2190877601440786   0
PF01020  PF03159  0.21904055629269256  0
PF04699  PF09696  0.21899431477048092  0
PF00205  PF02775  0.218955343911288    1
PF09696  PF13364  0.21894522832977664  0
PF03747  PF07947  0.21886445034198115  0
PF05970  PF10495  0.21861710973794274  0
PF13423  PF14520  0.21855996565500055  0
PF05129  PF08555  0.21853148383600818  0
PF14637  PF14638  0.2185192951018755   1
PF01067  PF10181  0.21850680350187363  0
PF12009  PF14990  0.21846230509978556  0
PF08285  PF10203  0.21836806807302975  0
PF00797  PF13483  0.21836126882119417  0
PF07297  PF09341  0.21829305454742745  0
PF00736  PF10587  0.21820653607219004  1
PF05216  PF10961  0.21811911030214542  0
PF05499  PF15288  0.21801716642290989  0
PF04110  PF13304  0.21800793281674025  0
PF14631  PF14676  0.21795660969577774  1
PF09668  PF11708  0.2179175829573981   0
PF05238  PF07778  0.21784651636379831  0
PF00031  PF13975  0.21780137179859566  0
PF01779  PF05051  0.2176692892084865   0
PF09507  PF10199  0.21749958851450096  0
PF02736  PF14520  0.21747969312405152  1
PF03911  PF13622  0.21734098750651404  0
PF04188  PF05024  0.2173382033468101   0
PF02761  PF02762  0.21733650525680365  1
PF09765  PF14675  0.21717410228276607  0
PF01576  PF06747  0.21715410161505366  0
PF00588  PF08032  0.21701053326249073  1
PF12002  PF15862  0.21686010959661103  0
PF13864  PF13868  0.21684224221074544  1
PF00008  PF01011  0.21682619898137567  0
PF01858  PF11934  0.2168192603844379   1
PF07780  PF12619  0.21657669613630343  0
PF12718  PF13570  0.2164012938277591   0
PF04054  PF12842  0.21633720622762498  1
PF03028  PF12775  0.2163089657127718   1
PF01448  PF08683  0.21617071607020782  0
PF13863  PF13868  0.21610717568151902  0
PF08285  PF15879  0.21608277381623456  0
PF07061  PF07491  0.21603927110247226  0
PF01194  PF04573  0.21601641457849782  0
PF09765  PF14680  0.21599727003897035  0
PF05206  PF05253  0.21597250021334663  1
PF10237  PF12537  0.2159402889859678   0
PF01194  PF16906  0.21585847440696065  0
PF04376  PF08790  0.21583096911694835  0
PF09415  PF10961  0.21582694804910793  0
PF14766  PF14768  0.21580073009766654  1
PF08880  PF14619  0.21571876973614534  1
PF07572  PF12656  0.21559072484712916  0
PF00665  PF13359  0.21551754117549138  1
PF04388  PF11864  0.2155125098867505   1
PF01642  PF02607  0.21535520467335523  0
PF00510  PF05405  0.2153160177452735   1
PF00895  PF06444  0.21529921009018335  0
PF10280  PF13975  0.21526237159896794  0
PF04048  PF13452  0.2152415166093229   0
PF00797  PF08487  0.21522585875860917  0
PF08774  PF09072  0.21521289141410457  0
PF05162  PF08221  0.2151312088656986   0
PF01900  PF08234  0.2151038346777957   0
PF00078  PF01381  0.2150990093331762   0
PF05676  PF06212  0.2150803500573307   0
PF01814  PF08245  0.21506077884219585  0
PF01491  PF10163  0.2149969568149886   0
PF01368  PF13361  0.21499287062266664  0
PF07646  PF09341  0.21496403911053902  0
PF08164  PF08755  0.21495342298673853  0
PF05129  PF12861  0.2148875465946897   0
PF09262  PF12718  0.21476880876118554  0
PF07202  PF08683  0.21460239692065228  1
PF05676  PF10531  0.21454533704289075  0
PF00881  PF06398  0.2145150770357646   0
PF01259  PF02843  0.2144096464402666   0
PF10453  PF11411  0.21434676057875052  0
PF00329  PF00361  0.21429352025980816  1
PF05254  PF10639  0.21424351003627098  0
PF04627  PF15786  0.21424320251852533  0
PF00024  PF13606  0.21416495808666947  0
PF08285  PF14437  0.21412188332901655  0
PF05495  PF06842  0.2140561942583984   0
PF09696  PF15938  0.21392220662682498  0
PF07019  PF10453  0.21389367549183844  0
PF03962  PF08209  0.2138277134120677   0
